"Player","Pos","Season","Age","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Tm"
"Eric Gordon","SG","2017-2018",29,0.406384222876497,0.361349893885048,0.476475091219277,0.530317873023715,0.835924442633448,0.00727962614762393,0.183617172791677,0.453102299237746,0.121663433408095,0.322531185505161,0.0718963831867058,0.157125318440735,0.053764750664625,0.0649507146013932,0.0112450810837908,0.0678209319482361,0.0808957701262145,0.0798782660551814,0.0176040052323044,0.0190377307201403,0.0538255173739045,0.0669233071782805,0.533245084461301,"HOU"
"Erik McCree",NA,"2017-2018",NA,0.464705882352941,0.341666666666667,0.527272727272727,0.525,0.736434108527132,0.00744410569105691,0.179749715585893,0.386803185437997,0.0466439135381116,0.136518771331058,0.131968145620023,0.25028441410694,0.108077360637088,0.146757679180887,0.048919226393629,0.200227531285552,0.249146757679181,0.0364050056882822,0.0216154721274175,0.0159271899886234,0.0739476678043232,0.0659840728100113,0.515358361774744,"MIA"
"Ersan Ilyasova","PF","2017-2018",30,0.428932853717026,0.368668407310705,0.485022132796781,0.520733333333333,0.834038415366147,0.00646936347412255,0.178082294357707,0.410094760889747,0.069817036411864,0.182455188489671,0.103105561128829,0.212068965517241,0.0620393347901774,0.083398854318769,0.0778389306975177,0.169875676831006,0.214998662735732,0.069851695467459,0.0290676158133055,0.0114942528735632,0.041235632183908,0.108942271535242,0.497605505804989,"ATL"
"Evan Fournier","SG","2017-2018",25,0.436636194141161,0.338891916650715,0.495370011337869,0.500562784184076,0.784384378698225,0.00790171077426529,0.179370499487416,0.412549908295002,0.0592361776803282,0.161805517087094,0.126812061827365,0.24276488382896,0.0938762362655112,0.122043063967639,0.0161334014951983,0.0799566991196744,0.106520113374617,0.0961540552214108,0.0297093787654056,0.00337124391768969,0.0631049852156225,0.0892771016034852,0.497998113375793,"ORL"
"Evan Turner","SF","2017-2018",29,0.423185022026432,0.292222222222222,0.453986371379898,0.445098039215686,0.886273209549072,0.00632358426310327,0.144510527458216,0.357230845035723,0.0208034433285509,0.0700593043757012,0.12296418567427,0.264480062757284,0.0525864817471704,0.066571018651363,0.0208034433285509,0.120681605975724,0.144303249755187,0.125556348000455,0.0307500778089013,0.0184919496253786,0.0602127197742566,0.067855128730269,0.380290861732147,"POR"
"Frank Jackson",NA,"2017-2018",NA,0.474358974358974,0.388888888888889,0.547619047619048,0.564,0.75,0.00632621951219512,0.14859437751004,0.313253012048193,0.0562248995983936,0.144578313253012,0.0923694779116466,0.168674698795181,0.0843373493975904,0.112449799196787,0.0240963855421687,0.0763052208835341,0.100401606425703,0.0682730923694779,0.0240963855421687,0.00401606425702811,0.0562248995983936,0.0963855421686747,0.437751004016064,"NOP"
"Frank Kaminsky","C","2017-2018",24,0.400356152993348,0.310360371247972,0.460878044034249,0.455267294540906,0.756661374141488,0.00655104182765258,0.166762360227074,0.425484293282829,0.0508362604921382,0.169806548583105,0.115375215951965,0.260184608316698,0.0531239579991066,0.0599609833637398,0.0266316106002754,0.161030533840223,0.192472569598152,0.0733908979790713,0.0206276666600721,0.0218917258927788,0.0367802495375609,0.0729845791390019,0.458706350053633,"CHO"
"Frank Mason III",NA,"2017-2018",NA,0.461538461538462,0.438095238095238,0.470319634703196,0.523333333333333,0.784313725490196,0.00873136856368565,0.1454898157129,0.315227934044616,0.0446168768186226,0.10184287099903,0.0999030067895245,0.212415130940834,0.11639185257032,0.148399612027158,0.0184287099903006,0.10184287099903,0.120271580989331,0.132880698351115,0.0387972841901065,0.002909796314258,0.0620756547041705,0.05819592628516,0.450048496605238,"SAC"
"Frank Ntilikina",NA,"2017-2018",NA,0.444444444444444,0.4,0.444444444444444,0.508,0.666666666666667,0.00322662601626016,0.094488188976378,0.21259842519685,0.031496062992126,0.078740157480315,0.062992125984252,0.141732283464567,0.031496062992126,0.047244094488189,0.047244094488189,0.0551181102362205,0.102362204724409,0.078740157480315,0.031496062992126,0.0078740157480315,0.047244094488189,0.133858267716535,0.251968503937008,"NYK"
"Fred VanVleet","PG","2017-2018",23,0.436016393442623,0.301786885245902,0.481196721311475,0.493950819672131,0.699147540983607,0.00449986671997868,0.156608663457979,0.34292854498334,0.0412810070344317,0.117086264346538,0.115420214735283,0.22611995557201,0.0631247686042207,0.0837652721214365,0.0429470566456868,0.126434653831914,0.169011477230655,0.0744168826360607,0.0302665679378008,0.0185116623472788,0.0507219548315439,0.0843206219918549,0.416790077748982,"TOR"
"Furkan Korkmaz",NA,"2017-2018",NA,0.4,0.428571428571429,0.363636363636364,0.505,0.714285714285714,0.00246443089430894,0.103092783505155,0.257731958762887,0.0618556701030928,0.144329896907217,0.0412371134020619,0.11340206185567,0.0515463917525773,0.0721649484536083,0.0206185567010309,0.0927835051546392,0.11340206185567,0.0721649484536083,0.0412371134020619,0.0103092783505155,0.0412371134020619,0.134020618556701,0.309278350515464,"PHI"
"Garrett Temple","SG","2017-2018",31,0.369893271461717,0.369728070175439,0.400196721311475,0.482545286506469,0.674666666666667,0.00636467730259494,0.0887587953841824,0.236804636175155,0.0488721804511278,0.130553002359074,0.0488347348355855,0.110437859354268,0.0181551439574546,0.0261596483220832,0.0151292866312122,0.0934658073755818,0.107997265892003,0.0928618196208224,0.0401166774614439,0.0150375939849624,0.040498974709501,0.0768544167436134,0.262313948135645,"SAC"
"Gary Harris","SG","2017-2018",23,0.497586813186813,0.430852713178295,0.517323364485981,0.562837944664032,0.789890214797136,0.00793136376245652,0.197478085406599,0.400143511912987,0.0608626198083067,0.141197617832625,0.133885899519833,0.241008790080948,0.0667320795618939,0.0975866969937373,0.0188719070508208,0.0803736031918309,0.104905834874727,0.0896040020178241,0.0441399024718345,0.00350941084937675,0.0455178690838844,0.0492399846442316,0.543013840270872,"DEN"
"Gary Payton 2","PG","2017-2018",25,0.419842105263158,0.320017543859649,0.465140350877193,0.483631578947368,0.715614035087719,0.00480227499643418,0.14692778912196,0.337571932429924,0.0449229626879525,0.126044180434379,0.102190458511231,0.210970855763876,0.0567105995916094,0.0763875997772415,0.0360126229812512,0.126415444588825,0.162149619454242,0.0670131798774828,0.0301652125487284,0.0166140709114535,0.0422312975682198,0.07629478373863,0.394468164098756,"MIL"
"George de Paula",NA,"2017-2018",NA,0.476979742173112,0.381188118811881,0.533527696793003,0.545777777777778,0.752747252747253,0.00516316621499548,0.141607435757245,0.296883542919628,0.0420995079278295,0.110442864953526,0.100054674685621,0.187534171678513,0.074904319300164,0.099507927829415,0.0606889010388189,0.125205030071077,0.186440677966102,0.0716238381629308,0.0328048113723347,0.0196828868234008,0.0601421541826134,0.106615636960088,0.400218698742482,"HOU"
"George Hill","PG","2017-2018",31,0.479101321585903,0.363659523809524,0.524260240963855,0.564982378854626,0.827731823599523,0.00658165787738959,0.172626642363484,0.356071346751759,0.0590445269016698,0.145021645021645,0.116462585034014,0.209936095650381,0.0960760447458413,0.12867327421318,0.0161135161135161,0.115805946791862,0.131042081042081,0.143194972302953,0.0300237639830754,0.00759637188208617,0.0499079464596706,0.0885439153439153,0.534163059163059,"SAC"
"Georges Niang","PF","2017-2018",24,0.46919298245614,0.243421052631579,0.510982456140351,0.510438596491228,0.614087719298246,0.00450631151048353,0.154401582591494,0.326211671612265,0.0303659742828882,0.0902077151335312,0.124727992087043,0.236102868447082,0.061028684470821,0.0864490603363007,0.0492581602373887,0.132245301681503,0.181305637982196,0.0735905044510386,0.0300692383778437,0.0281899109792285,0.0484668644906034,0.0897131552917903,0.4,"GSW"
"Georgios Papagiannis","C","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"SAC"
"Gerald Green","SF","2017-2018",32,0.407194260485651,0.316154963680387,0.442338742393509,0.474753246753247,0.893121301775148,0.00234677923702314,0.165508950040075,0.467914438502674,0.0649566955363091,0.209074410163339,0.0945765428800427,0.252609371530091,0.0621508737764567,0.0666660822609488,0.0442282176028306,0.119697979125028,0.16150549952509,0.0551147719702017,0.0102598267821452,0.00675546734857448,0.0393676942644298,0.108517398657305,0.457406552838025,"MIL"
"Gian Clavell",NA,"2017-2018",NA,0.410041841004184,0.352941176470588,0.475,0.491,0.695121951219512,0.00777439024390244,0.160130718954248,0.390522875816993,0.0686274509803922,0.194444444444444,0.0931372549019608,0.196078431372549,0.0931372549019608,0.133986928104575,0.0277777777777778,0.13562091503268,0.163398692810458,0.0473856209150327,0.0490196078431373,0.0179738562091503,0.0506535947712418,0.0702614379084967,0.483660130718954,"DAL"
"Giannis Antetokounmpo","SF","2017-2018",23,0.524327748034698,0.308051132540928,0.566165731748909,0.558878350033985,0.790722063037249,0.00897628351168014,0.229440992089824,0.438784471296693,0.02252106409441,0.0682898770257311,0.205861810690289,0.378149563874647,0.183762505046193,0.233024029899478,0.0510662058943875,0.211050932406297,0.24782428154772,0.151278762148749,0.0523704841069882,0.0501492974863015,0.075796691266031,0.0882022270791942,0.665352686479219,"MIL"
"Glenn Robinson 2","SF","2017-2018",24,0.46919298245614,0.243421052631579,0.510982456140351,0.510438596491228,0.614087719298246,0.00450631151048353,0.154401582591494,0.326211671612265,0.0303659742828882,0.0902077151335312,0.124727992087043,0.236102868447082,0.061028684470821,0.0864490603363007,0.0492581602373887,0.132245301681503,0.181305637982196,0.0735905044510386,0.0300692383778437,0.0281899109792285,0.0484668644906034,0.0897131552917903,0.4,"IND"
"Goran Dragic","PG","2017-2018",31,0.46028293135436,0.375967159042019,0.486594305555556,0.515017088211912,0.806970522130014,0.00763720464238714,0.207506877887908,0.480866165509779,0.0551575619908466,0.140651884085762,0.15475298618778,0.304104169921984,0.127943468215216,0.16053004760144,0.0196203040991863,0.0777395110387102,0.100347831825774,0.175410029291779,0.0364886314490376,0.00613905719717834,0.100601949978805,0.0891126380121551,0.593036053681454,"MIA"
"Gordon Hayward","SF","2017-2018",27,0.473126410835214,0.394006688963211,0.506,0.537105154639175,0.848958871915394,0.00845769148480959,0.204050956371425,0.433573101089904,0.0579710144927536,0.150317537860283,0.144876179023712,0.289091081799924,0.1271428617042,0.146546848304734,0.0192552448987971,0.127948555901896,0.156363254621618,0.111519986806028,0.0269616506906757,0.00764163372859025,0.0538208168642951,0.043057709054608,0.586518967720116,"BOS"
"Gorgui Dieng","PF","2017-2018",28,0.471246846846847,0.372,0.486719222462203,0.491652173913043,0.798825565912117,0.00850508505085051,0.108730401659695,0.242075931731104,0.00617283950617284,0.0154320987654321,0.106012141618202,0.222215697021899,0.0365635521885522,0.0465076949095214,0.0664139600242842,0.17872047920656,0.221448503297818,0.0494014216236438,0.0429012345679012,0.0313657407407407,0.038451646090535,0.0850102588383838,0.274818197192626,"MIN"
"Greg Monroe","C","2017-2018",27,0.547276785714286,0,0.556430493273543,0.552250564334086,0.733726380368098,0.00537227844464308,0.221306377322328,0.384927230356593,0,0,0.213419703103914,0.375481571431784,0.0962389353141443,0.113419518377693,0.0963352826510721,0.203356097560976,0.306552631578947,0.0841830065359477,0.0467675638062576,0.0217184760082895,0.0675945799457995,0.0894634146341463,0.566567811452305,"MIL"
"Guerschon Yabusele",NA,"2017-2018",NA,0.53030303030303,0.4,0.568627450980392,0.587,0.791666666666667,0.00609756097560976,0.145833333333333,0.275,0.025,0.0625,0.120833333333333,0.2125,0.0791666666666667,0.1,0.0875,0.145833333333333,0.233333333333333,0.0375,0.0375,0.0166666666666667,0.0541666666666667,0.0875,0.4,"BOS"
"Harrison Barnes","PF","2017-2018",25,0.467614157840554,0.363324438202247,0.501638551045122,0.493257848534444,0.898935711040436,0.00912192420386018,0.225445143211818,0.454917838554994,0.0361819558152824,0.0903929793727022,0.19602480140762,0.375919343107455,0.102625438373391,0.115795366074933,0.0277607634758829,0.101636126901243,0.135845963696476,0.0373858186898628,0.0216816855504049,0.00581544964861438,0.0327349534864452,0.0408978816387787,0.562348596865306,"DAL"
"Harry Giles",NA,"2017-2018",NA,0.566666666666667,0,0.566666666666667,0.577,0.555555555555556,0.00292174796747967,0.147826086956522,0.260869565217391,0,0,0.147826086956522,0.260869565217391,0.0434782608695652,0.0782608695652174,0.139130434782609,0.2,0.330434782608696,0.0260869565217391,0.0260869565217391,0.0608695652173913,0.0608695652173913,0.191304347826087,0.339130434782609,"SAC"
"Hassan Whiteside","C","2017-2018",28,0.56228971530623,0,0.559687619422083,0.563977081829734,0.601327402187477,0.00827855519448353,0.208192389645614,0.363328692534313,0,0,0.208192389645614,0.364223862565002,0.0823906726522408,0.133982703020746,0.113495858691679,0.313125472366295,0.418117973082516,0.0251876655692815,0.0218639276422721,0.0688409213105857,0.0573612576922525,0.090312438038491,0.502490277128166,"MIA"
"Henry Ellenson","PF","2017-2018",21,0.4271,0.250966666666667,0.478366666666667,0.4684,0.6676,0.00442750677506775,0.172341239479725,0.373565416985463,0.0336648814078041,0.102142310635042,0.139058913542464,0.271423106350421,0.0734506503442999,0.0990818668706963,0.052601377199694,0.13867635807192,0.190895179801071,0.0717291507268554,0.0271614384085692,0.0212318286151492,0.0573833205814843,0.0910482019892885,0.451989288446825,"DET"
"Ian Clark","SG","2017-2018",26,0.451272727272727,0.283863636363636,0.489931818181818,0.501613636363636,0.744636363636364,0.00643592941611234,0.17288713439799,0.380315808361744,0.0415395657635026,0.115018840839763,0.131706441772833,0.265476404091154,0.0853220886416652,0.111250672887134,0.0413601291943298,0.154315449488606,0.195585860398349,0.123272923021712,0.0343621029965907,0.0214426700161493,0.0660326574555894,0.0866678629104611,0.473443387762426,"NOP"
"Ian Mahinmi","C","2017-2018",31,0.597866866055879,0,0.595753336449472,0.597866866055879,0.487217426770932,0.0046587988220891,0.122111582344947,0.20010278794751,0,0,0.122111582344947,0.199143675972363,0.080664823667185,0.160689026280029,0.0818795809020666,0.189876862165899,0.278742602534574,0.0275434416085623,0.0689206407230518,0.042255956324652,0.0545572276652467,0.161789898764018,0.335145057168722,"WAS"
"Ike Anigbogu",NA,"2017-2018",NA,0.571428571428571,0,0.571428571428571,0.564,0.533333333333333,0.00330284552845528,0.153846153846154,0.269230769230769,0,0,0.153846153846154,0.269230769230769,0.0615384615384615,0.115384615384615,0.107692307692308,0.2,0.307692307692308,0.0153846153846154,0.0153846153846154,0.0923076923076923,0.0615384615384615,0.192307692307692,0.361538461538462,"IND"
"Iman Shumpert","SG","2017-2018",27,0.426992468095568,0.394500779220779,0.468145456016939,0.522161278148973,0.773351362840218,0.00629612709978748,0.0997096899386304,0.242505012782858,0.0456019032989828,0.1328095003766,0.0547676751050529,0.113973528487595,0.0367941283214483,0.0481821893300237,0.0217573948841799,0.114030496258309,0.134722064184762,0.0525224448486689,0.0343298373271394,0.0145748538142047,0.0350737593673219,0.076011636144762,0.292845465893133,"CLE"
"Isaiah Briscoe",NA,"2017-2018",NA,0.454054054054054,0.222222222222222,0.493670886075949,0.4705,0.558441558441559,0.00795223577235772,0.134185303514377,0.295527156549521,0.00958466453674122,0.0431309904153355,0.124600638977636,0.252396166134185,0.0686900958466454,0.123003194888179,0.0463258785942492,0.124600638977636,0.170926517571885,0.116613418530351,0.0287539936102236,0.00479233226837061,0.0702875399361022,0.0862619808306709,0.346645367412141,"POR"
"Isaiah Canaan","SG","2017-2018",26,0.366465011286682,0.228849162011173,0.48303813559322,0.432476767676768,0.913661538461539,0.00360217257634761,0.0942120534784601,0.270054608793899,0.0336730034866346,0.141343518698345,0.0619172824395183,0.125741764725716,0.0679726221383054,0.065738275650215,0.0102039404504953,0.0709863316745269,0.0826859584385318,0.0690346943592164,0.0414208166155298,0,0.0417941656466748,0.0536663672557778,0.295637189082836,"OKC"
"Isaiah Hicks",NA,"2017-2018",NA,0.577777777777778,0,0.577777777777778,0.577333333333333,0.725274725274725,0.00475948509485094,0.185053380782919,0.320284697508897,0,0,0.185053380782919,0.320284697508897,0.117437722419929,0.161921708185053,0.0943060498220644,0.138790035587189,0.233096085409253,0.0427046263345197,0.0195729537366549,0.0302491103202848,0.0658362989323843,0.153024911032029,0.485765124555161,"CHO"
"Isaiah Taylor","PG","2017-2018",23,0.436016393442623,0.301786885245902,0.481196721311475,0.493950819672131,0.699147540983607,0.00449986671997868,0.156608663457979,0.34292854498334,0.0412810070344317,0.117086264346538,0.115420214735283,0.22611995557201,0.0631247686042207,0.0837652721214365,0.0429470566456868,0.126434653831914,0.169011477230655,0.0744168826360607,0.0302665679378008,0.0185116623472788,0.0507219548315439,0.0843206219918549,0.416790077748982,"HOU"
"Isaiah Thomas","PG","2017-2018",28,0.476375555555556,0.411414473684211,0.539051162790698,0.556158139534884,0.928249411764706,0.0086789972899729,0.264442042178729,0.576707107911752,0.138426525681874,0.331085088481538,0.161570594262902,0.299249039624953,0.198891198891199,0.215034084528706,0.016668376828448,0.0561900830237145,0.077740462355847,0.148242927598615,0.0235729094167559,0.00535578819602488,0.0723228824089627,0.0601083511576712,0.836640152009864,"CLE"
"Isaiah Whitehead","PG","2017-2018",22,0.416840970196865,0.292749253153947,0.433471608126722,0.449956468158963,0.738732581658081,0.00754502055560754,0.133531308548624,0.326327774029489,0.0298044103547459,0.0958479270315091,0.103161274177403,0.228064299477343,0.055019317825288,0.0781538098040265,0.015860484140054,0.0968768859160163,0.112909141715112,0.132058094961321,0.0220123193556029,0.0251147798742138,0.0795215482672745,0.0960757445266664,0.344624710910308,"BRK"
"Ish Smith","PG","2017-2018",29,0.47574886877828,0.2225,0.516213004484305,0.496504424778761,0.71140306122449,0.00539916621210941,0.15723432932922,0.323358555040273,0.0141169042034999,0.0753917500610203,0.146180787935573,0.272033774432407,0.0331280953018338,0.0483833786939128,0.0108729061011219,0.116404053553187,0.124214715155241,0.254571007897202,0.0309195556150448,0.016597510373444,0.0577165038147504,0.0727804838935995,0.360089691941584,"DET"
"Ivan Rabb",NA,"2017-2018",NA,0.539325842696629,0.428571428571429,0.547058823529412,0.5565,0.666666666666667,0.00778709349593496,0.156606851549755,0.290375203915171,0.00489396411092985,0.0114192495921697,0.151712887438825,0.277324632952692,0.114192495921697,0.171288743882545,0.0946166394779772,0.215334420880914,0.309951060358891,0.0391517128874388,0.0195758564437194,0.0358890701468189,0.0603588907014682,0.101141924959217,0.432300163132137,"MEM"
"Ivica Zubac","C","2017-2018",20,0.562058750605676,0,0.564797818181818,0.560943013002205,0.652749335886607,0.00509352561171207,0.225605312318273,0.41945700508405,0,0.0064305966469428,0.229515658375315,0.409286534828541,0.0544166390263228,0.0887398046169566,0.0662022066162194,0.202111580151722,0.263793067586292,0.0520510430546854,0.02771546635183,0.0555501167617195,0.0455805150309461,0.107191337719298,0.525443863997936,"LAL"
