"Rk","Player","Class","Season","Pos","School","Conf","G","MP","FG","FGA","2P","2PA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","eFG%","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","PProd","ORtg","DRtg","OWS","DWS","WS","OBPM","DBPM","BPM"
"890","Donte Clark","SO","2015-16","G","Massachusetts","A-10","32","31.1","4.9","12.0","3.0","6.3","1.9","5.7","4.3","5.8","0.6","3.2","3.8","2.3","0.9","0.3","2.2","3.3","16.2","17.1",".548",".492","2.1","11.2","6.7","15.6","1.6","0.9","13.1","26.8","480","106.4","107.8","1.8","0.9","2.7","2.4","-1.2","1.2"
"891","Jordan Davis","FR","2015-16","G","Northern Colorado","Big Sky","31","26.6","3.8","7.6","3.4","6.5","0.4","1.1","3.1","4.4","0.6","3.1","3.6","2.1","1.3","0.4","2.2","3.2","11.0","17.1",".564",".517","2.5","13.4","7.9","16.4","2.8","1.7","18.2","22.2","336","106.3","112.9","1.3","0.4","1.6","-0.5","-1.1","-1.5"
"892","Chandler Hutchison","SO","2015-16","G","Boise State","MWC","31","19.8","2.6","5.2","2.5","4.8","0.1","0.4","1.6","2.5","1.6","2.5","4.1","1.3","0.7","0.4","1.0","2.1","6.8","17.1",".537",".506","9.7","15.1","12.3","12.8","1.9","2.1","13.6","18.5","231","113.0","99.7","1.2","1.0","2.2","0.8","2.9","3.8"
"893","Danrad Knowles","JR","2015-16","F","Houston","AAC","32","17.7","2.4","4.3","2.3","3.7","0.1","0.5","1.1","2.1","2.0","1.7","3.7","0.2","0.3","0.9","1.0","2.5","6.0","17.1",".570",".581","12.7","10.7","11.7","2.2","1.0","5.4","15.6","17.9","192","112.8","104.6","1.1","0.7","1.7","1.5","1.2","2.7"
"894","Brandon McDonnell","SR","2015-16","F","Dartmouth","Ivy","27","8.3","1.3","2.9","1.3","2.6","0.1","0.3","0.9","1.0","0.5","1.1","1.7","0.3","0.2","0.1","0.5","1.0","3.6","17.1",".543",".481","7.1","16.6","11.7","6.8","1.6","2.3","13.4","22.9","90","108.0","102.4","0.4","0.3","0.7","-2.6","-0.9","-3.5"
"895","Matt O'Leary","JR","2015-16","F","IUPUI","Summit","32","28.0","4.0","8.3","3.1","5.1","0.9","3.2","1.4","2.4","1.2","4.8","6.0","2.2","1.0","0.3","1.8","2.2","10.3","17.1",".546",".538","4.8","20.0","12.2","16.5","2.0","1.1","15.7","20.0","327","105.6","104.0","1.2","1.1","2.3","0.9","1.3","2.3"
"896","Kevin Puryear","FR","2015-16","F","Missouri","SEC","31","24.7","3.9","8.3","3.5","7.0","0.4","1.3","3.3","3.9","1.3","3.4","4.6","0.4","0.4","0.1","1.6","1.6","11.5","17.1",".562",".490","5.9","14.5","10.3","3.9","0.9","0.6","13.7","24.1","323","107.1","108.5","1.3","0.6","2.0","0.4","-1.2","-0.8"
"897","Lis Shoshi","JR","2015-16","F","Arkansas-Little Rock","Sun Belt","35","22.7","2.9","6.0","2.6","5.1","0.3","0.9","0.9","1.4","1.8","3.6","5.3","0.8","0.2","1.1","0.8","2.7","7.1","17.1",".532",".517","9.5","18.2","14.0","7.4","0.6","6.3","10.7","17.9","257","112.4","93.1","1.4","1.8","3.2","-0.6","4.0","3.4"
"898","Adam Smith","SR","2015-16","G","Georgia Tech","ACC","36","30.5","5.1","12.6","2.1","5.3","3.0","7.3","1.7","2.1","0.3","1.9","2.3","1.9","0.4","0.0","1.2","1.6","15.0","17.1",".550",".526","1.3","7.2","4.3","12.6","0.8","0.1","8.2","24.5","471","118.6","112.1","3.1","0.6","3.6","6.4","-0.9","5.4"
"899","Akeem Springs","JR","2015-16","G","Milwaukee","Horizon","32","31.9","4.8","9.8","3.6","6.3","1.2","3.5","2.4","3.3","1.1","4.3","5.3","1.7","0.8","0.1","1.4","2.0","13.2","17.1",".580",".553","3.9","15.5","9.7","10.5","1.5","0.2","11.2","20.6","382","113.9","105.5","2.1","1.1","3.3","1.7","-0.3","1.4"
"900","Frank Toohey","SO","2015-16","C","Air Force","MWC","26","14.1","1.6","3.1","1.3","2.4","0.3","0.7","2.0","2.8","1.5","1.5","2.9","0.5","0.2","0.2","0.9","2.4","5.5","17.1",".622",".562","11.8","11.7","11.8","8.2","0.8","2.2","17.2","19.7","148","118.2","107.4","0.9","0.3","1.3","1.1","-1.0","0.1"
"901","Mikel Tyson","FR","2015-16","F","Alabama State","SWAC","25","10.3","1.4","2.2","1.4","2.2","0.0","0.0","0.8","1.3","1.2","1.7","3.0","0.2","0.2","0.4","0.7","2.0","3.5","17.1",".629",".630","12.3","19.3","15.6","3.1","0.9","4.6","20.6","16.5","86","112.3","104.0","0.4","0.3","0.8","-3.3","-1.1","-4.4"
"902","Treshaad Williams","JR","2015-16","F","Morehead State","OVC","36","9.9","1.0","1.6","1.0","1.6","0.0","0.0","0.8","1.2","1.1","1.0","2.1","0.3","0.3","0.0","0.4","1.3","2.9","17.1",".669",".649","12.1","12.8","12.4","5.1","2.0","0.4","16.3","12.6","105","130.0","104.0","0.9","0.4","1.3","1.3","0.3","1.7"
"903","Diante Baldwin","JR","2015-16","G","North Carolina-Greensboro","Southern","34","33.2","4.2","10.3","3.6","8.2","0.6","2.1","2.5","3.8","1.6","3.4","4.9","5.0","1.5","0.4","2.3","2.5","11.6","17.0",".482",".444","5.5","11.9","8.6","28.7","2.6","1.3","16.0","22.2","474","105.1","106.9","1.7","1.1","2.8","-0.4","0.5","0.1"
"904","Derreck Brooks","SR","2015-16","G","Central Arkansas","Southland","28","31.0","4.4","10.6","3.1","7.0","1.3","3.6","1.9","2.5","1.9","4.4","6.3","2.6","1.2","0.9","1.9","3.0","12.1","17.0",".514",".480","6.6","15.5","10.9","16.4","2.1","3.0","13.8","20.6","348","107.2","112.3","1.3","0.4","1.8","0.2","-1.0","-0.8"
"905","Ivan Cruz Uceda","SR","2015-16","F","Miami (FL)","ACC","31","13.6","1.9","3.9","0.6","1.1","1.3","2.8","0.3","0.3","0.5","2.1","2.6","0.2","0.2","0.2","0.6","1.8","5.4","17.0",".669",".654","4.9","17.2","11.4","2.8","0.9","1.7","13.2","18.1","140","122.3","103.5","1.0","0.6","1.6","5.0","0.3","5.3"
"906","Marquis Cunningham","JR","2015-16","C","Arkansas-Pine Bluff","SWAC","33","15.4","2.2","4.7","2.2","4.7","0.0","0.1","1.5","2.3","1.0","2.2","3.2","0.6","0.5","1.0","1.1","2.9","6.0","17.0",".513",".474","7.4","17.0","12.1","10.3","1.8","7.8","15.8","24.0","188","98.0","104.2","0.4","0.6","1.0","-4.6","1.2","-3.4"
"907","Eric Garcia","JR","2015-16","G","Wofford","Southern","32","30.7","2.8","6.7","1.0","2.5","1.8","4.2","2.8","3.6","0.3","2.3","2.6","4.8","0.5","0.0","1.5","2.1","10.3","17.0",".609",".554","1.3","9.7","5.4","31.0","1.1","0.0","14.9","17.3","366","126.0","112.1","2.9","0.5","3.4","3.7","-3.0","0.6"
"908","Christopher Hyder","SR","2015-16","G","Southern","SWAC","35","35.9","3.3","6.8","3.1","5.6","0.3","1.2","2.6","3.4","0.3","3.3","3.6","5.0","2.4","0.1","1.7","2.4","9.5","17.0",".565",".506","1.1","9.8","5.5","24.9","3.9","0.2","16.9","14.1","386","116.9","98.6","2.3","2.2","4.5","0.4","1.0","1.4"
"909","Eric Katenda","SR","2015-16","F","North Texas","CUSA","31","16.9","2.5","4.5","2.5","4.5","0.0","0.0","1.6","2.4","1.5","2.1","3.6","0.2","0.5","0.7","1.2","3.0","6.7","17.0",".595",".561","9.2","14.1","11.6","2.7","1.6","4.4","17.5","19.3","199","110.0","108.0","0.9","0.5","1.4","-2.1","-0.7","-2.8"
